time,station,cloud_cover_pct,sky_temp_c,r0_cm,seeing_arcsec,tau0_ms,theta0_urad,theta0_arcsec,cn2_m23,scintillation_index,turbulence_source,irradiance_wm2,pwv_mm,solar_elevation_deg,temp_c,pressure_hpa,humidity_pct,wind_speed_ms,wind_gust_ms,wind_dir_deg,rain_rate_mmh,mount_az_deg,mount_el_deg,status,link_available
2026-09-04T14:52:00Z,OGS-WATERFORD,35.5,-8.49,6.34,1.594,2.001,3.467,0.715,4.9512e-16,1.0898,sun_scintillation,424.6,7.92,35.96,10.83,1011.37,63.7,7.26,9.68,251.2,0.0,192.53,35.96,NOMINAL,0.0
2026-09-04T14:53:00Z,OGS-WATERFORD,37.1,-7.96,6.34,1.594,1.991,3.497,0.721,4.9507e-16,0.8875,sun_scintillation,398.3,7.79,35.85,10.87,1011.51,62.9,7.18,13.27,248.8,0.0,210.45,35.85,NOMINAL,0.0
2026-09-04T14:54:00Z,OGS-WATERFORD,39.4,-7.44,6.17,1.639,1.941,3.389,0.699,5.1838e-16,1.1599,sun_scintillation,401.7,7.85,35.74,10.8,1011.51,63.2,7.33,10.81,248.6,0.0,206.24,35.74,NOMINAL,0.0
2026-09-04T14:55:00Z,OGS-WATERFORD,39.8,-7.15,6.18,1.636,1.977,3.369,0.695,5.1662e-16,0.8746,sun_scintillation,412.8,7.94,35.63,10.79,1011.41,63.4,7.29,11.55,250.6,0.0,217.8,35.63,NOMINAL,0.0
2026-09-04T14:56:00Z,OGS-WATERFORD,38.7,-7.23,6.52,1.55,2.112,3.552,0.733,4.7235e-16,0.96195,sun_scintillation,420.3,7.77,35.52,10.97,1011.47,63.0,6.73,9.7,248.0,0.0,217.09,35.52,NOMINAL,0.0
2026-09-04T14:57:00Z,OGS-WATERFORD,37.4,-7.64,6.39,1.581,2.012,3.468,0.715,4.884e-16,1.03181,sun_scintillation,416.2,7.77,35.4,10.97,1011.45,63.2,6.96,9.32,249.0,0.0,194.88,35.4,NOMINAL,0.0
2026-09-04T14:58:00Z,OGS-WATERFORD,38.4,-7.45,6.71,1.507,2.172,3.635,0.75,4.5087e-16,1.14004,sun_scintillation,403.0,7.76,35.29,11.05,1011.45,63.6,6.51,9.39,248.2,0.0,192.86,35.29,NOMINAL,0.0
2026-09-04T14:59:00Z,OGS-WATERFORD,37.3,-7.7,6.61,1.53,2.13,3.571,0.737,4.622e-16,0.97668,sun_scintillation,412.2,7.9,35.18,11.07,1011.53,64.3,6.61,8.43,250.9,0.0,164.4,35.18,NOMINAL,0.0
2026-09-04T15:00:00Z,OGS-WATERFORD,38.5,-7.24,6.54,1.545,2.122,3.554,0.733,4.6988e-16,0.91719,sun_scintillation,400.8,7.95,35.06,11.04,1011.46,64.6,6.56,9.68,251.7,0.0,157.98,35.06,NOMINAL,0.0
2026-09-04T15:01:00Z,OGS-WATERFORD,38.3,-7.47,6.61,1.53,2.092,3.579,0.738,4.6208e-16,0.92401,sun_scintillation,394.9,7.96,34.95,10.97,1011.51,64.0,6.72,9.03,252.2,0.0,172.06,34.95,NOMINAL,0.0
2026-09-04T15:02:00Z,OGS-WATERFORD,40.2,-6.84,6.56,1.54,2.066,3.548,0.732,4.6712e-16,1.10229,sun_scintillation,387.7,7.99,34.83,11.0,1011.62,64.6,6.72,9.74,253.0,0.0,150.44,34.83,NOMINAL,0.0
2026-09-04T15:03:00Z,OGS-WATERFORD,42.4,-6.43,6.47,1.562,2.032,3.511,0.724,4.7854e-16,0.85266,sun_scintillation,388.2,8.06,34.71,10.96,1011.56,65.1,6.69,9.75,253.0,0.0,143.68,34.71,NOMINAL,0.0
2026-09-04T15:04:00Z,OGS-WATERFORD,43.2,-5.93,6.45,1.568,2.042,3.49,0.72,4.8166e-16,0.79023,sun_scintillation,383.7,8.0,34.6,11.04,1011.47,65.3,6.62,10.6,253.2,0.0,124.19,34.6,NOMINAL,0.0
2026-09-04T15:05:00Z,OGS-WATERFORD,44.7,-5.38,6.36,1.59,2.017,3.445,0.711,4.9274e-16,1.46044,sun_scintillation,379.0,7.97,34.48,11.03,1011.57,65.2,6.7,11.22,252.3,0.0,114.5,34.48,NOMINAL,0.0
2026-09-04T15:06:00Z,OGS-WATERFORD,44.2,-5.22,6.42,1.574,2.049,3.473,0.716,4.8468e-16,1.01954,sun_scintillation,365.7,8.01,34.36,11.0,1011.45,65.6,6.64,8.73,253.9,0.0,125.47,34.36,NOMINAL,0.0
2026-09-04T15:07:00Z,OGS-WATERFORD,42.4,-5.8,6.51,1.551,2.063,3.508,0.724,4.731e-16,0.98642,sun_scintillation,391.5,7.97,34.25,11.11,1011.64,65.3,6.65,8.4,251.3,0.0,117.26,34.25,NOMINAL,0.0
2026-09-04T15:08:00Z,OGS-WATERFORD,44.7,-5.22,6.36,1.588,2.006,3.411,0.704,4.9206e-16,1.35764,sun_scintillation,366.5,7.99,34.13,11.08,1011.64,65.2,6.59,8.94,253.4,0.0,122.59,34.13,NOMINAL,0.0
2026-09-04T15:09:00Z,OGS-WATERFORD,45.3,-5.16,6.36,1.589,2.016,3.441,0.71,4.9232e-16,1.11766,sun_scintillation,363.9,7.94,34.01,11.05,1011.59,64.7,6.58,8.68,252.3,0.0,123.85,34.01,NOMINAL,0.0
2026-09-04T15:10:00Z,OGS-WATERFORD,44.4,-5.35,6.41,1.577,2.01,3.468,0.715,4.8639e-16,1.17412,sun_scintillation,360.6,7.87,33.89,11.05,1011.63,64.3,6.79,9.9,252.3,0.0,136.06,33.89,NOMINAL,0.0
2026-09-04T15:11:00Z,OGS-WATERFORD,44.4,-5.3,6.21,1.627,1.913,3.352,0.691,5.1189e-16,1.14423,sun_scintillation,358.2,7.91,33.77,11.07,1011.62,64.2,6.83,10.88,250.3,0.0,144.42,33.77,NOMINAL,0.0
2026-09-04T15:12:00Z,OGS-WATERFORD,45.8,-5.27,6.08,1.662,1.858,3.292,0.679,5.3078e-16,0.88831,sun_scintillation,357.8,7.88,33.65,11.04,1011.52,64.1,6.88,10.64,249.8,0.0,141.02,33.65,NOMINAL,0.0
2026-09-04T15:13:00Z,OGS-WATERFORD,44.7,-5.7,5.93,1.704,1.821,3.225,0.665,5.5313e-16,1.2143,sun_scintillation,357.4,7.77,33.53,10.93,1011.52,63.9,6.97,8.76,249.0,0.0,126.96,33.53,NOMINAL,0.0
2026-09-04T15:14:00Z,OGS-WATERFORD,43.6,-6.15,5.64,1.793,1.72,3.057,0.631,6.0199e-16,1.5,sun_scintillation,362.7,7.86,33.41,10.97,1011.54,64.2,7.26,9.09,248.9,0.0,125.22,33.41,NOMINAL,0.0
2026-09-04T15:15:00Z,OGS-WATERFORD,44.0,-6.22,5.54,1.823,1.689,3.005,0.62,6.1929e-16,1.32733,sun_scintillation,341.3,7.96,33.29,10.97,1011.41,64.5,7.47,10.21,252.0,0.0,149.78,33.29,NOMINAL,0.0
2026-09-04T15:16:00Z,OGS-WATERFORD,43.9,-6.06,5.49,1.841,1.667,2.976,0.614,6.295e-16,1.2257,sun_scintillation,361.7,7.92,33.16,10.96,1011.49,64.7,7.41,12.44,248.7,0.0,138.19,33.16,NOMINAL,0.0
2026-09-04T15:17:00Z,OGS-WATERFORD,42.4,-6.72,5.61,1.801,1.693,3.036,0.626,6.0655e-16,1.40191,sun_scintillation,371.4,8.07,33.04,10.89,1011.53,65.7,7.37,10.41,250.3,0.0,138.29,33.04,NOMINAL,0.0
2026-09-04T15:18:00Z,OGS-WATERFORD,38.6,-7.79,5.59,1.81,1.69,3.054,0.63,6.1146e-16,1.41536,sun_scintillation,381.6,7.98,32.92,10.87,1011.7,65.4,7.7,10.58,248.8,0.0,145.53,32.92,NOMINAL,0.0
2026-09-04T15:19:00Z,OGS-WATERFORD,37.0,-8.54,5.68,1.781,1.737,3.079,0.635,5.9527e-16,1.27857,sun_scintillation,369.0,7.95,32.8,10.9,1011.75,65.3,7.5,10.37,248.4,0.0,149.98,32.8,NOMINAL,0.0
2026-09-04T15:20:00Z,OGS-WATERFORD,35.0,-9.18,5.77,1.752,1.784,3.095,0.638,5.7931e-16,1.15394,sun_scintillation,388.6,7.78,32.67,10.92,1011.74,64.1,7.46,11.29,248.1,0.0,138.12,32.67,NOMINAL,0.0
2026-09-04T15:21:00Z,OGS-WATERFORD,34.5,-9.26,5.73,1.763,1.767,3.079,0.635,5.853e-16,1.35992,sun_scintillation,379.2,7.79,32.55,11.01,1011.82,63.6,7.37,9.28,250.6,0.0,114.44,32.55,NOMINAL,0.0
2026-09-04T15:22:00Z,OGS-WATERFORD,36.8,-8.75,5.79,1.745,1.826,3.124,0.644,5.7562e-16,1.29553,sun_scintillation,370.8,7.71,32.43,11.05,1012.04,63.2,7.31,12.06,248.2,0.0,120.91,32.43,NOMINAL,0.0
2026-09-04T15:23:00Z,OGS-WATERFORD,37.1,-8.85,5.8,1.744,1.846,3.135,0.647,5.7486e-16,1.15089,sun_scintillation,365.6,7.71,32.3,10.99,1012.15,63.0,7.23,9.25,248.4,0.0,118.76,32.3,NOMINAL,0.0
2026-09-04T15:24:00Z,OGS-WATERFORD,35.2,-9.47,5.75,1.759,1.835,3.129,0.645,5.83e-16,1.32738,sun_scintillation,360.1,7.99,32.18,10.99,1011.99,63.9,7.33,9.27,250.9,0.0,120.11,32.18,NOMINAL,0.0
2026-09-04T15:25:00Z,OGS-WATERFORD,33.5,-10.07,5.81,1.741,1.829,3.186,0.657,5.733e-16,1.37455,sun_scintillation,370.3,7.97,32.05,11.0,1012.0,63.6,7.22,9.51,249.8,0.0,111.05,32.05,NOMINAL,0.0
2026-09-04T15:26:00Z,OGS-WATERFORD,33.1,-10.16,5.68,1.78,1.773,3.115,0.643,5.9474e-16,1.28546,sun_scintillation,385.0,8.09,31.92,10.94,1012.04,64.2,7.56,11.29,249.6,0.0,118.31,31.92,NOMINAL,0.0
2026-09-04T15:27:00Z,OGS-WATERFORD,35.0,-9.56,5.65,1.789,1.768,3.12,0.644,6.0015e-16,1.40284,sun_scintillation,358.8,7.97,31.8,10.94,1011.97,63.3,7.76,12.11,250.2,0.0,119.05,31.8,NOMINAL,0.0
2026-09-04T15:28:00Z,OGS-WATERFORD,32.3,-10.39,5.66,1.785,1.816,3.117,0.643,5.9744e-16,1.34875,sun_scintillation,380.1,8.17,31.67,10.95,1012.04,64.3,7.79,10.06,250.1,0.0,104.95,31.67,NOMINAL,0.0
2026-09-04T15:29:00Z,OGS-WATERFORD,32.0,-10.5,5.57,1.814,1.831,3.043,0.628,6.1395e-16,1.26342,sun_scintillation,362.7,8.19,31.54,10.87,1012.23,64.2,7.64,12.58,250.9,0.0,124.12,31.54,NOMINAL,0.0
2026-09-04T15:30:00Z,OGS-WATERFORD,30.9,-10.98,5.58,1.812,1.828,3.017,0.622,6.1309e-16,1.12641,sun_scintillation,373.2,8.33,31.42,10.81,1012.11,64.5,7.79,11.42,251.6,0.0,107.54,31.42,NOMINAL,0.0
2026-09-04T15:31:00Z,OGS-WATERFORD,31.6,-10.63,5.48,1.845,1.803,2.968,0.612,6.3178e-16,1.5,sun_scintillation,360.8,8.46,31.29,10.86,1012.11,64.6,7.93,10.38,251.1,0.0,105.46,31.29,NOMINAL,0.0
2026-09-04T15:32:00Z,OGS-WATERFORD,30.5,-10.91,5.61,1.803,1.839,3.044,0.628,6.0774e-16,1.5,sun_scintillation,376.8,8.63,31.16,10.81,1012.26,65.2,7.85,10.9,252.2,0.0,95.49,31.16,NOMINAL,0.0
2026-09-04T15:33:00Z,OGS-WATERFORD,29.8,-11.46,5.66,1.785,1.878,3.078,0.635,5.9791e-16,1.33932,sun_scintillation,367.5,8.59,31.03,10.8,1012.36,64.9,7.87,11.47,253.4,0.0,91.29,31.03,NOMINAL,1.0
2026-09-04T15:34:00Z,OGS-WATERFORD,29.3,-11.59,5.85,1.726,1.903,3.201,0.66,5.6528e-16,1.23899,sun_scintillation,361.6,8.71,30.9,10.83,1012.35,65.2,7.85,10.19,252.7,0.0,93.96,30.9,NOMINAL,1.0
2026-09-04T15:35:00Z,OGS-WATERFORD,29.4,-11.31,5.89,1.716,1.889,3.189,0.658,5.5975e-16,1.22827,sun_scintillation,373.2,8.94,30.78,10.8,1012.38,66.2,7.95,10.7,253.1,0.0,94.26,30.78,NOMINAL,1.0
2026-09-04T15:36:00Z,OGS-WATERFORD,30.4,-10.71,5.78,1.748,1.842,3.114,0.642,5.7721e-16,1.35346,sun_scintillation,372.2,8.86,30.65,10.88,1012.53,65.9,8.04,10.4,251.3,0.0,90.85,30.65,NOMINAL,0.0
2026-09-04T15:37:00Z,OGS-WATERFORD,33.5,-9.75,5.61,1.8,1.748,3.045,0.628,6.0627e-16,1.43938,sun_scintillation,353.9,8.75,30.52,10.83,1012.68,65.4,8.21,11.78,250.4,0.0,91.79,30.52,NOMINAL,0.0
2026-09-04T15:38:00Z,OGS-WATERFORD,32.2,-9.92,5.6,1.804,1.75,3.028,0.625,6.0861e-16,1.5,sun_scintillation,347.6,8.8,30.39,10.83,1012.61,65.5,8.17,11.17,252.3,0.0,102.11,30.39,NOMINAL,0.0
2026-09-04T15:39:00Z,OGS-WATERFORD,30.4,-10.4,5.36,1.886,1.702,2.903,0.599,6.5536e-16,1.5,sun_scintillation,357.0,8.83,30.26,10.88,1012.67,65.6,8.15,11.19,251.3,0.0,110.63,30.26,NOMINAL,0.0
2026-09-04T15:40:00Z,OGS-WATERFORD,29.1,-11.09,5.42,1.863,1.721,2.93,0.604,6.4213e-16,1.4565,sun_scintillation,352.9,8.7,30.12,10.85,1012.69,65.1,8.21,13.17,250.0,0.0,130.72,30.12,NOMINAL,1.0
2026-09-04T15:41:00Z,OGS-WATERFORD,27.4,-11.72,5.36,1.887,1.657,2.887,0.595,6.5559e-16,1.5,sun_scintillation,350.8,8.74,29.99,10.81,1012.82,65.3,8.21,12.68,250.0,0.0,134.51,29.99,NOMINAL,1.0
2026-09-04T15:42:00Z,OGS-WATERFORD,27.8,-11.6,5.37,1.882,1.669,2.896,0.597,6.5278e-16,1.43882,sun_scintillation,356.2,8.78,29.86,10.74,1012.86,65.6,8.12,11.15,251.6,0.0,127.07,29.86,NOMINAL,1.0
2026-09-04T15:43:00Z,OGS-WATERFORD,27.5,-11.61,5.34,1.894,1.678,2.879,0.594,6.5999e-16,1.46274,sun_scintillation,365.9,8.7,29.73,10.76,1012.98,64.9,8.25,12.54,250.9,0.0,144.24,29.73,NOMINAL,1.0
2026-09-04T15:44:00Z,OGS-WATERFORD,28.7,-11.2,5.53,1.828,1.75,2.996,0.618,6.216e-16,1.34859,sun_scintillation,344.3,8.81,29.6,10.74,1013.0,65.2,8.03,11.4,253.6,0.0,136.68,29.6,NOMINAL,1.0
2026-09-04T15:45:00Z,OGS-WATERFORD,31.8,-10.29,5.71,1.769,1.811,3.109,0.641,5.8892e-16,1.36016,sun_scintillation,341.6,8.81,29.47,10.71,1012.81,65.1,8.01,11.14,254.4,0.0,126.38,29.47,NOMINAL,0.0
2026-09-04T15:46:00Z,OGS-WATERFORD,28.8,-11.41,5.73,1.764,1.812,3.121,0.644,5.8588e-16,1.01276,sun_scintillation,354.0,8.89,29.33,10.56,1012.68,65.5,8.15,12.71,255.6,0.0,132.77,29.33,NOMINAL,1.0
2026-09-04T15:47:00Z,OGS-WATERFORD,30.6,-10.79,5.55,1.821,1.744,3.04,0.627,6.18e-16,1.2079,sun_scintillation,336.5,8.95,29.2,10.51,1012.59,65.9,7.98,10.68,255.4,0.0,134.53,29.2,NOMINAL,0.0
2026-09-04T15:48:00Z,OGS-WATERFORD,36.2,-9.02,5.52,1.83,1.73,3.023,0.623,6.2292e-16,1.45658,sun_scintillation,311.7,8.98,29.07,10.53,1012.64,65.8,8.02,10.52,257.4,0.0,118.69,29.07,NOMINAL,0.0
2026-09-04T15:49:00Z,OGS-WATERFORD,33.0,-9.86,5.81,1.738,1.845,3.168,0.653,5.7188e-16,1.24252,sun_scintillation,340.3,8.89,28.93,10.5,1012.77,65.1,7.71,13.18,255.1,0.0,138.27,28.93,NOMINAL,0.0
2026-09-04T15:50:00Z,OGS-WATERFORD,33.6,-9.56,5.71,1.769,1.787,3.119,0.643,5.8888e-16,1.14813,sun_scintillation,336.4,8.83,28.8,10.49,1012.84,64.8,7.91,12.05,256.8,0.0,132.79,28.8,NOMINAL,0.0
2026-09-04T15:51:00Z,OGS-WATERFORD,33.5,-9.7,5.5,1.839,1.695,3.027,0.624,6.2824e-16,1.32413,sun_scintillation,326.1,8.89,28.66,10.37,1012.84,65.4,8.1,13.45,259.2,0.0,128.98,28.66,NOMINAL,0.0
2026-09-04T15:52:00Z,OGS-WATERFORD,31.5,-10.3,5.48,1.846,1.67,3.032,0.625,6.3199e-16,1.32901,sun_scintillation,327.6,8.76,28.53,10.44,1012.89,65.0,8.2,11.31,259.0,0.0,135.46,28.53,NOMINAL,0.0
2026-09-04T15:53:00Z,OGS-WATERFORD,32.2,-10.09,5.36,1.885,1.62,2.968,0.612,6.5478e-16,1.22922,sun_scintillation,330.0,8.86,28.39,10.37,1012.95,65.7,8.49,12.62,260.3,0.0,123.14,28.39,NOMINAL,0.0
2026-09-04T15:54:00Z,OGS-WATERFORD,32.1,-10.49,5.0,2.02,1.473,2.807,0.579,7.3476e-16,1.5,sun_scintillation,329.3,8.82,28.26,10.32,1013.05,65.7,9.07,12.98,261.2,0.0,138.52,28.26,NOMINAL,0.0
2026-09-04T15:55:00Z,OGS-WATERFORD,32.4,-10.21,4.87,2.074,1.417,2.748,0.567,7.6771e-16,1.49746,sun_scintillation,332.9,8.94,28.12,10.37,1012.98,65.8,9.17,12.29,262.2,0.0,152.0,28.12,NOMINAL,0.0
2026-09-04T15:56:00Z,OGS-WATERFORD,32.5,-10.27,4.66,2.168,1.347,2.651,0.547,8.2637e-16,1.5,sun_scintillation,327.2,8.97,27.99,10.41,1012.99,66.1,9.42,16.91,262.1,0.0,160.23,27.99,NOMINAL,0.0
2026-09-04T15:57:00Z,OGS-WATERFORD,33.6,-10.11,4.73,2.137,1.376,2.683,0.553,8.0665e-16,1.5,sun_scintillation,311.7,8.98,27.85,10.32,1012.99,66.8,9.43,13.48,261.6,0.0,151.56,27.85,NOMINAL,0.0
2026-09-04T15:58:00Z,OGS-WATERFORD,35.6,-9.58,4.62,2.187,1.342,2.616,0.54,8.3836e-16,1.5,sun_scintillation,297.6,8.9,27.71,10.32,1013.05,66.4,9.43,13.35,264.3,0.0,151.37,27.71,NOMINAL,0.0
2026-09-04T15:59:00Z,OGS-WATERFORD,36.2,-8.97,4.91,2.058,1.424,2.785,0.574,7.5755e-16,1.34025,sun_scintillation,298.3,9.0,27.58,10.39,1013.15,66.8,9.22,12.17,261.7,0.0,149.55,27.58,NOMINAL,0.0
2026-09-04T16:00:00Z,OGS-WATERFORD,35.7,-9.08,4.93,2.051,1.425,2.788,0.575,7.5323e-16,1.5,sun_scintillation,307.7,9.09,27.44,10.34,1013.1,67.6,9.24,11.6,263.1,0.0,176.05,27.44,NOMINAL,0.0
2026-09-04T16:01:00Z,OGS-WATERFORD,32.1,-10.13,5.18,1.949,1.564,2.946,0.608,6.9223e-16,1.46462,sun_scintillation,312.1,9.15,27.3,10.34,1013.22,68.0,8.71,13.78,260.9,0.0,180.48,27.3,NOMINAL,0.0
2026-09-04T16:02:00Z,OGS-WATERFORD,32.3,-10.1,5.11,1.977,1.524,2.905,0.599,7.0845e-16,1.5,sun_scintillation,316.3,9.11,27.17,10.32,1013.2,67.7,8.94,12.71,261.0,0.0,153.21,27.17,NOMINAL,0.0
2026-09-04T16:03:00Z,OGS-WATERFORD,33.1,-10.02,5.09,1.986,1.508,2.898,0.598,7.1376e-16,1.12998,sun_scintillation,307.9,9.07,27.03,10.31,1013.02,67.6,8.93,14.02,263.4,0.0,139.86,27.03,NOMINAL,0.0
2026-09-04T16:04:00Z,OGS-WATERFORD,33.7,-9.73,5.45,1.855,1.618,3.118,0.643,6.3722e-16,1.47899,sun_scintillation,300.6,9.17,26.89,10.29,1012.93,68.4,8.49,11.61,266.1,0.0,143.69,26.89,NOMINAL,0.0
2026-09-04T16:05:00Z,OGS-WATERFORD,33.9,-9.54,5.49,1.84,1.639,3.131,0.646,6.2847e-16,1.5,sun_scintillation,306.2,9.26,26.75,10.29,1012.68,69.2,8.61,11.36,266.8,0.0,158.13,26.75,NOMINAL,0.0
2026-09-04T16:06:00Z,OGS-WATERFORD,33.8,-9.81,5.55,1.822,1.643,3.155,0.651,6.1851e-16,1.11242,sun_scintillation,291.5,9.18,26.61,10.34,1012.59,68.9,8.6,12.31,267.7,0.0,155.39,26.61,NOMINAL,0.0
2026-09-04T16:07:00Z,OGS-WATERFORD,33.8,-9.59,5.68,1.78,1.708,3.259,0.672,5.9485e-16,1.27722,sun_scintillation,306.5,9.13,26.47,10.34,1012.58,68.7,8.35,10.5,268.0,0.0,156.35,26.47,NOMINAL,0.0
2026-09-04T16:08:00Z,OGS-WATERFORD,33.2,-9.6,5.56,1.818,1.641,3.175,0.655,6.1596e-16,1.5,sun_scintillation,290.4,9.07,26.33,10.41,1012.58,68.4,8.66,11.81,266.3,0.0,154.99,26.33,NOMINAL,0.0
