time,station,cloud_cover_pct,sky_temp_c,r0_cm,seeing_arcsec,tau0_ms,theta0_urad,theta0_arcsec,cn2_m23,scintillation_index,turbulence_source,irradiance_wm2,pwv_mm,solar_elevation_deg,temp_c,pressure_hpa,humidity_pct,wind_speed_ms,wind_gust_ms,wind_dir_deg,rain_rate_mmh,mount_az_deg,mount_el_deg,status,link_available
2026-09-04T09:37:00Z,OGS-01,42.2,-9.2,5.66,1.787,1.727,3.022,0.623,5.9887e-16,1.40999,sun_scintillation,407.1,4.49,36.6,8.29,762.65,65.1,7.53,10.99,256.5,0.0,223.44,36.6,NOMINAL,0.0
2026-09-04T09:38:00Z,OGS-01,42.3,-9.07,5.59,1.81,1.728,2.983,0.615,6.1147e-16,1.25332,sun_scintillation,410.4,4.42,36.81,8.32,762.69,64.8,7.31,13.13,254.7,0.0,209.44,36.81,NOMINAL,0.0
2026-09-04T09:39:00Z,OGS-01,40.8,-9.65,5.67,1.783,1.783,3.036,0.626,5.9636e-16,1.2804,sun_scintillation,411.6,4.47,37.03,8.24,762.61,65.1,7.26,10.78,253.1,0.0,222.09,37.03,NOMINAL,0.0
2026-09-04T09:40:00Z,OGS-01,40.8,-9.42,5.63,1.794,1.8,3.038,0.627,6.0285e-16,1.5,sun_scintillation,420.0,4.65,37.24,8.29,762.58,65.0,7.12,9.71,251.8,0.0,195.37,37.24,NOMINAL,0.0
2026-09-04T09:41:00Z,OGS-01,40.5,-9.5,5.78,1.748,1.841,3.143,0.648,5.7724e-16,1.37082,sun_scintillation,415.9,4.67,37.45,8.28,762.54,64.6,7.12,10.65,250.7,0.0,178.38,37.45,NOMINAL,0.0
2026-09-04T09:42:00Z,OGS-01,42.9,-8.82,5.76,1.754,1.812,3.106,0.641,5.8051e-16,1.17638,sun_scintillation,413.3,4.76,37.67,8.16,762.33,65.1,7.22,11.69,250.7,0.0,186.02,37.67,NOMINAL,0.0
2026-09-04T09:43:00Z,OGS-01,41.7,-9.14,5.79,1.746,1.836,3.137,0.647,5.7627e-16,1.1903,sun_scintillation,427.8,4.69,37.88,8.19,762.38,64.7,7.24,9.41,249.1,0.0,191.23,37.88,NOMINAL,0.0
2026-09-04T09:44:00Z,OGS-01,39.6,-9.65,5.95,1.698,1.883,3.243,0.669,5.498e-16,1.18411,sun_scintillation,440.1,4.71,38.1,8.14,762.28,65.0,7.31,9.17,252.9,0.0,190.78,38.1,NOMINAL,0.0
2026-09-04T09:45:00Z,OGS-01,36.0,-10.79,6.12,1.652,1.924,3.312,0.683,5.2536e-16,1.3114,sun_scintillation,445.7,4.61,38.31,8.22,762.23,64.3,7.27,10.74,251.5,0.0,193.06,38.31,NOMINAL,0.0
2026-09-04T09:46:00Z,OGS-01,36.0,-10.61,6.0,1.684,1.885,3.234,0.667,5.4217e-16,1.11812,sun_scintillation,447.6,4.57,38.52,8.25,762.19,64.2,7.35,10.47,251.3,0.0,189.73,38.52,NOMINAL,0.0
2026-09-04T09:47:00Z,OGS-01,35.6,-10.93,6.13,1.649,1.93,3.312,0.683,5.2386e-16,1.16463,sun_scintillation,461.1,4.54,38.74,8.35,762.27,63.7,7.31,9.76,251.2,0.0,192.53,38.74,NOMINAL,0.0
2026-09-04T09:48:00Z,OGS-01,37.2,-10.4,6.11,1.655,1.912,3.323,0.685,5.2709e-16,0.95557,sun_scintillation,436.7,4.48,38.95,8.39,762.41,62.9,7.24,13.39,248.8,0.0,210.45,38.95,NOMINAL,0.0
2026-09-04T09:49:00Z,OGS-01,39.6,-9.87,5.91,1.709,1.855,3.201,0.66,5.561e-16,1.25974,sun_scintillation,444.4,4.51,39.16,8.32,762.41,63.2,7.4,10.92,248.6,0.0,206.24,39.16,NOMINAL,0.0
2026-09-04T09:50:00Z,OGS-01,40.0,-9.57,5.9,1.712,1.882,3.167,0.653,5.5772e-16,0.95692,sun_scintillation,461.0,4.58,39.37,8.32,762.31,63.4,7.37,11.67,250.6,0.0,217.8,39.37,NOMINAL,0.0
2026-09-04T09:51:00Z,OGS-01,38.9,-9.66,6.22,1.625,2.007,3.328,0.687,5.1131e-16,1.05653,sun_scintillation,474.0,4.46,39.59,8.49,762.37,63.0,6.82,9.82,248.0,0.0,217.09,39.59,NOMINAL,0.0
2026-09-04T09:52:00Z,OGS-01,37.6,-10.07,6.07,1.666,1.902,3.23,0.666,5.3296e-16,1.14366,sun_scintillation,473.7,4.44,39.8,8.49,762.35,63.2,7.05,9.44,249.0,0.0,194.88,39.8,NOMINAL,0.0
2026-09-04T09:53:00Z,OGS-01,38.6,-9.87,6.35,1.591,2.049,3.375,0.696,4.9353e-16,1.26895,sun_scintillation,462.9,4.39,40.01,8.57,762.35,63.6,6.61,9.53,248.2,0.0,192.86,40.01,NOMINAL,0.0
2026-09-04T09:54:00Z,OGS-01,37.5,-10.12,6.23,1.622,2.0,3.297,0.68,5.0954e-16,1.09605,sun_scintillation,478.0,4.46,40.22,8.59,762.42,64.3,6.71,8.57,250.9,0.0,164.4,40.22,NOMINAL,0.0
2026-09-04T09:55:00Z,OGS-01,38.8,-9.64,6.15,1.644,1.985,3.264,0.673,5.211e-16,1.03671,sun_scintillation,468.8,4.48,40.43,8.56,762.36,64.6,6.67,9.84,251.7,0.0,157.98,40.43,NOMINAL,0.0
2026-09-04T09:56:00Z,OGS-01,38.5,-9.89,6.18,1.635,1.948,3.269,0.674,5.163e-16,1.05338,sun_scintillation,466.6,4.55,40.64,8.49,762.41,64.0,6.84,9.19,252.2,0.0,172.06,40.64,NOMINAL,0.0
2026-09-04T09:57:00Z,OGS-01,40.4,-9.26,6.12,1.652,1.915,3.224,0.665,5.2534e-16,1.2662,sun_scintillation,462.4,4.52,40.86,8.52,762.52,64.6,6.84,9.92,253.0,0.0,150.44,40.86,NOMINAL,0.0
2026-09-04T09:58:00Z,OGS-01,42.6,-8.84,6.01,1.683,1.877,3.173,0.655,5.4162e-16,0.98689,sun_scintillation,467.3,4.54,41.07,8.48,762.46,65.1,6.82,9.95,253.0,0.0,143.68,41.07,NOMINAL,0.0
2026-09-04T09:59:00Z,OGS-01,43.4,-8.35,5.96,1.695,1.879,3.14,0.648,5.4828e-16,0.92086,sun_scintillation,466.3,4.47,41.28,8.56,762.37,65.3,6.76,10.82,253.2,0.0,124.19,41.28,NOMINAL,0.0
2026-09-04T10:00:00Z,OGS-01,44.9,-7.8,5.86,1.726,1.847,3.081,0.636,5.6508e-16,1.5,sun_scintillation,464.8,4.44,41.49,8.55,762.47,65.2,6.85,11.46,252.3,0.0,114.5,41.49,NOMINAL,0.0
2026-09-04T10:01:00Z,OGS-01,44.4,-7.64,5.9,1.714,1.87,3.092,0.638,5.5877e-16,1.20593,sun_scintillation,452.7,4.44,41.7,8.53,762.34,65.6,6.79,8.93,253.9,0.0,125.47,41.7,NOMINAL,0.0
2026-09-04T10:02:00Z,OGS-01,42.6,-8.22,5.96,1.696,1.875,3.108,0.641,5.49e-16,1.17558,sun_scintillation,489.3,4.43,41.91,8.63,762.54,65.3,6.81,8.6,251.3,0.0,117.26,41.91,NOMINAL,0.0
2026-09-04T10:03:00Z,OGS-01,44.9,-7.65,5.8,1.743,1.816,3.007,0.62,5.7445e-16,1.5,sun_scintillation,462.3,4.47,42.12,8.61,762.54,65.2,6.75,9.17,253.4,0.0,122.59,42.12,NOMINAL,0.0
2026-09-04T10:04:00Z,OGS-01,45.5,-7.58,5.78,1.75,1.818,3.017,0.622,5.7829e-16,1.35141,sun_scintillation,463.3,4.46,42.33,8.58,762.49,64.7,6.75,8.9,252.3,0.0,123.85,42.33,NOMINAL,0.0
2026-09-04T10:05:00Z,OGS-01,44.7,-7.75,5.79,1.747,1.802,3.02,0.623,5.7669e-16,1.43461,sun_scintillation,463.1,4.43,42.54,8.57,762.53,64.3,6.97,10.16,252.3,0.0,136.06,42.54,NOMINAL,0.0
2026-09-04T10:06:00Z,OGS-01,44.6,-7.71,5.59,1.809,1.708,2.903,0.599,6.1129e-16,1.40957,sun_scintillation,464.4,4.48,42.75,8.6,762.52,64.2,7.02,11.17,250.3,0.0,144.42,42.75,NOMINAL,0.0
2026-09-04T10:07:00Z,OGS-01,46.1,-7.67,5.44,1.858,1.65,2.834,0.584,6.3872e-16,1.10405,sun_scintillation,467.9,4.46,42.96,8.56,762.42,64.1,7.07,10.94,249.8,0.0,141.02,42.96,NOMINAL,0.0
2026-09-04T10:08:00Z,OGS-01,45.1,-8.07,5.28,1.914,1.609,2.759,0.569,6.7123e-16,1.5,sun_scintillation,471.4,4.36,43.17,8.45,762.42,63.9,7.17,9.01,249.0,0.0,126.96,43.17,NOMINAL,0.0
2026-09-04T10:09:00Z,OGS-01,44.0,-8.52,4.98,2.028,1.508,2.593,0.535,7.3943e-16,1.5,sun_scintillation,482.7,4.43,43.38,8.49,762.44,64.2,7.47,9.35,248.9,0.0,125.22,43.38,NOMINAL,0.0
2026-09-04T10:10:00Z,OGS-01,44.4,-8.57,4.86,2.078,1.47,2.527,0.521,7.6985e-16,1.5,sun_scintillation,458.1,4.5,43.58,8.49,762.3,64.5,7.68,10.5,252.0,0.0,149.78,43.58,NOMINAL,0.0
2026-09-04T10:11:00Z,OGS-01,44.3,-8.42,4.8,2.105,1.446,2.491,0.514,7.87e-16,1.5,sun_scintillation,490.2,4.45,43.79,8.49,762.39,64.7,7.63,12.81,248.7,0.0,138.19,43.79,NOMINAL,0.0
2026-09-04T10:12:00Z,OGS-01,42.8,-9.08,4.89,2.067,1.463,2.527,0.521,7.6334e-16,1.5,sun_scintillation,508.1,4.5,44.0,8.41,762.43,65.7,7.6,10.72,250.3,0.0,138.29,44.0,NOMINAL,0.0
2026-09-04T10:13:00Z,OGS-01,39.0,-10.15,4.83,2.093,1.448,2.518,0.519,7.7935e-16,1.5,sun_scintillation,527.1,4.44,44.21,8.39,762.6,65.4,7.93,10.89,248.8,0.0,145.53,44.21,NOMINAL,0.0
2026-09-04T10:14:00Z,OGS-01,37.4,-10.87,4.9,2.062,1.486,2.534,0.523,7.6031e-16,1.5,sun_scintillation,514.1,4.42,44.42,8.42,762.65,65.3,7.74,10.7,248.4,0.0,149.98,44.42,NOMINAL,0.0
2026-09-04T10:15:00Z,OGS-01,35.6,-11.48,4.96,2.037,1.52,2.535,0.523,7.4472e-16,1.5,sun_scintillation,546.2,4.37,44.62,8.45,762.64,64.1,7.7,11.66,248.1,0.0,138.12,44.62,NOMINAL,0.0
2026-09-04T10:16:00Z,OGS-01,35.1,-11.55,4.92,2.056,1.5,2.511,0.518,7.5657e-16,1.5,sun_scintillation,537.8,4.42,44.83,8.54,762.72,63.6,7.62,9.59,250.6,0.0,114.44,44.83,NOMINAL,0.0
2026-09-04T10:17:00Z,OGS-01,37.4,-11.05,4.95,2.041,1.545,2.536,0.523,7.4745e-16,1.5,sun_scintillation,530.7,4.38,45.04,8.57,762.94,63.2,7.56,12.48,248.2,0.0,120.91,45.04,NOMINAL,0.0
2026-09-04T10:18:00Z,OGS-01,37.6,-11.17,4.94,2.047,1.556,2.533,0.522,7.5073e-16,1.5,sun_scintillation,528.3,4.4,45.25,8.51,763.05,63.0,7.5,9.59,248.4,0.0,118.76,45.25,NOMINAL,0.0
2026-09-04T10:19:00Z,OGS-01,35.8,-11.77,4.87,2.076,1.537,2.509,0.517,7.6902e-16,1.5,sun_scintillation,525.1,4.58,45.45,8.51,762.89,63.9,7.6,9.61,250.9,0.0,120.11,45.45,NOMINAL,0.0
2026-09-04T10:20:00Z,OGS-01,34.1,-12.37,4.91,2.06,1.529,2.545,0.525,7.5871e-16,1.5,sun_scintillation,545.0,4.6,45.66,8.53,762.9,63.6,7.5,9.87,249.8,0.0,111.05,45.66,NOMINAL,0.0
2026-09-04T10:21:00Z,OGS-01,33.7,-12.47,4.76,2.125,1.468,2.463,0.508,7.9905e-16,1.5,sun_scintillation,572.1,4.65,45.86,8.47,762.94,64.2,7.85,11.72,249.6,0.0,118.31,45.86,NOMINAL,0.0
2026-09-04T10:22:00Z,OGS-01,35.6,-11.83,4.7,2.152,1.453,2.445,0.504,8.1615e-16,1.5,sun_scintillation,537.4,4.63,46.07,8.47,762.87,63.3,8.05,12.56,250.2,0.0,119.05,46.07,NOMINAL,0.0
2026-09-04T10:23:00Z,OGS-01,33.0,-12.64,4.69,2.157,1.484,2.427,0.501,8.1948e-16,1.5,sun_scintillation,574.6,4.73,46.27,8.47,762.94,64.3,8.09,10.44,250.1,0.0,104.95,46.27,NOMINAL,0.0
2026-09-04T10:24:00Z,OGS-01,32.8,-12.72,4.6,2.196,1.493,2.364,0.488,8.4441e-16,1.5,sun_scintillation,553.1,4.76,46.48,8.4,763.13,64.2,7.94,13.08,250.9,0.0,124.12,46.48,NOMINAL,0.0
2026-09-04T10:25:00Z,OGS-01,31.9,-13.15,4.57,2.211,1.48,2.325,0.479,8.5371e-16,1.5,sun_scintillation,573.6,4.88,46.68,8.34,763.01,64.5,8.1,11.88,251.6,0.0,107.54,46.68,NOMINAL,0.0
2026-09-04T10:26:00Z,OGS-01,32.7,-12.76,4.46,2.268,1.448,2.267,0.468,8.9072e-16,1.5,sun_scintillation,559.2,4.98,46.89,8.38,763.01,64.6,8.24,10.79,251.1,0.0,105.46,46.89,NOMINAL,0.0
2026-09-04T10:27:00Z,OGS-01,31.5,-13.07,4.55,2.222,1.472,2.315,0.477,8.6112e-16,1.5,sun_scintillation,589.9,5.1,47.09,8.34,763.16,65.2,8.17,11.35,252.2,0.0,95.49,47.09,NOMINAL,0.0
2026-09-04T10:28:00Z,OGS-01,30.7,-13.63,4.57,2.213,1.495,2.324,0.479,8.5509e-16,1.5,sun_scintillation,580.8,5.09,47.3,8.33,763.26,64.9,8.2,11.95,253.4,0.0,91.29,47.3,NOMINAL,0.0
2026-09-04T10:29:00Z,OGS-01,30.3,-13.76,4.71,2.145,1.51,2.408,0.497,8.1177e-16,1.5,sun_scintillation,577.0,5.18,47.5,8.36,763.25,65.2,8.18,10.63,252.7,0.0,93.96,47.5,NOMINAL,0.0
2026-09-04T10:30:00Z,OGS-01,30.4,-13.47,4.71,2.146,1.49,2.382,0.491,8.1228e-16,1.5,sun_scintillation,600.8,5.31,47.7,8.32,763.27,66.2,8.29,11.16,253.1,0.0,94.26,47.7,NOMINAL,0.0
2026-09-04T10:31:00Z,OGS-01,31.4,-12.87,4.6,2.199,1.443,2.309,0.476,8.4645e-16,1.5,sun_scintillation,604.6,5.27,47.91,8.41,763.43,65.9,8.39,10.85,251.3,0.0,90.85,47.91,NOMINAL,0.0
2026-09-04T10:32:00Z,OGS-01,34.6,-11.88,4.42,2.287,1.357,2.232,0.46,9.0335e-16,1.5,sun_scintillation,579.3,5.21,48.11,8.36,763.58,65.4,8.56,12.29,250.4,0.0,91.79,48.11,NOMINAL,0.0
2026-09-04T10:33:00Z,OGS-01,33.3,-12.05,4.39,2.301,1.353,2.209,0.456,9.129e-16,1.5,sun_scintillation,574.6,5.24,48.31,8.36,763.51,65.5,8.54,11.66,252.3,0.0,102.11,48.31,NOMINAL,0.0
2026-09-04T10:34:00Z,OGS-01,31.5,-12.52,4.18,2.421,1.307,2.102,0.434,9.9316e-16,1.5,sun_scintillation,595.7,5.26,48.51,8.41,763.57,65.6,8.52,11.69,251.3,0.0,110.63,48.51,NOMINAL,0.0
2026-09-04T10:35:00Z,OGS-01,30.2,-13.2,4.2,2.404,1.314,2.109,0.435,9.8154e-16,1.5,sun_scintillation,594.4,5.18,48.72,8.38,763.59,65.1,8.58,13.77,250.0,0.0,130.72,48.72,NOMINAL,0.0
2026-09-04T10:36:00Z,OGS-01,28.6,-13.83,4.13,2.446,1.26,2.065,0.426,1.0104e-15,1.5,sun_scintillation,596.5,5.2,48.92,8.33,763.71,65.3,8.59,13.27,250.0,0.0,134.51,48.92,NOMINAL,1.0
2026-09-04T10:37:00Z,OGS-01,29.1,-13.67,4.13,2.445,1.265,2.065,0.426,1.0096e-15,1.5,sun_scintillation,610.8,5.22,49.12,8.27,763.76,65.6,8.51,11.68,251.6,0.0,127.07,49.12,NOMINAL,1.0
2026-09-04T10:38:00Z,OGS-01,28.7,-13.69,4.07,2.482,1.26,2.032,0.419,1.0356e-15,1.5,sun_scintillation,633.6,5.2,49.32,8.28,763.88,64.9,8.64,13.13,250.9,0.0,144.24,49.32,NOMINAL,1.0
2026-09-04T10:39:00Z,OGS-01,30.0,-13.27,4.23,2.391,1.317,2.115,0.436,9.7253e-16,1.5,sun_scintillation,601.5,5.29,49.52,8.27,763.9,65.2,8.43,11.97,253.6,0.0,136.68,49.52,NOMINAL,1.0
2026-09-04T10:40:00Z,OGS-01,33.2,-12.33,4.36,2.319,1.36,2.188,0.451,9.2421e-16,1.5,sun_scintillation,601.4,5.29,49.72,8.24,763.71,65.1,8.42,11.7,254.4,0.0,126.38,49.72,NOMINAL,0.0
2026-09-04T10:41:00Z,OGS-01,30.2,-13.41,4.33,2.333,1.348,2.173,0.448,9.3366e-16,1.5,sun_scintillation,629.1,5.34,49.92,8.09,763.58,65.5,8.57,13.36,255.6,0.0,132.77,49.92,NOMINAL,0.0
2026-09-04T10:42:00Z,OGS-01,32.2,-12.75,4.19,2.414,1.294,2.108,0.435,9.8839e-16,1.5,sun_scintillation,602.7,5.36,50.12,8.03,763.49,65.9,8.4,11.24,255.4,0.0,134.53,50.12,NOMINAL,0.0
2026-09-04T10:43:00Z,OGS-01,37.9,-10.99,4.14,2.443,1.274,2.079,0.429,1.0085e-15,1.5,sun_scintillation,562.2,5.4,50.32,8.05,763.54,65.8,8.45,11.08,257.4,0.0,118.69,50.32,NOMINAL,0.0
2026-09-04T10:44:00Z,OGS-01,34.6,-11.85,4.38,2.305,1.367,2.191,0.452,9.1555e-16,1.5,sun_scintillation,620.7,5.37,50.52,8.03,763.67,65.1,8.14,13.92,255.1,0.0,138.27,50.52,NOMINAL,0.0
2026-09-04T10:45:00Z,OGS-01,35.1,-11.59,4.26,2.374,1.309,2.13,0.439,9.6145e-16,1.5,sun_scintillation,619.8,5.34,50.71,8.01,763.74,64.8,8.34,12.72,256.8,0.0,132.79,50.71,NOMINAL,0.0
2026-09-04T10:46:00Z,OGS-01,35.1,-11.7,4.05,2.498,1.226,2.037,0.42,1.0467e-15,1.5,sun_scintillation,606.3,5.34,50.91,7.89,763.74,65.4,8.54,14.19,259.2,0.0,128.98,50.91,NOMINAL,0.0
2026-09-04T10:47:00Z,OGS-01,32.9,-12.34,4.0,2.528,1.198,2.021,0.417,1.0676e-15,1.5,sun_scintillation,615.7,5.26,51.11,7.97,763.79,65.0,8.65,11.93,259.0,0.0,135.46,51.11,NOMINAL,0.0
2026-09-04T10:48:00Z,OGS-01,33.6,-12.14,3.86,2.62,1.145,1.947,0.402,1.1331e-15,1.5,sun_scintillation,626.1,5.28,51.3,7.9,763.85,65.7,8.94,13.3,260.3,0.0,123.14,51.3,NOMINAL,0.0
2026-09-04T10:49:00Z,OGS-01,33.6,-12.51,3.49,2.896,1.01,1.781,0.367,1.3389e-15,1.5,sun_scintillation,630.4,5.25,51.5,7.84,763.95,65.7,9.54,13.64,261.2,0.0,138.52,51.5,NOMINAL,0.0
2026-09-04T10:50:00Z,OGS-01,33.5,-12.35,3.37,3.002,0.962,1.724,0.356,1.4218e-15,1.5,sun_scintillation,645.0,5.35,51.7,7.89,763.88,65.8,9.64,12.92,262.2,0.0,152.0,51.7,NOMINAL,0.0
2026-09-04T10:51:00Z,OGS-01,33.8,-12.34,3.15,3.206,0.895,1.625,0.335,1.5859e-15,1.5,sun_scintillation,638.9,5.35,51.89,7.93,763.89,66.1,9.89,17.77,262.1,0.0,160.23,51.89,NOMINAL,0.0
2026-09-04T10:52:00Z,OGS-01,35.0,-12.15,3.18,3.175,0.91,1.635,0.337,1.5605e-15,1.5,sun_scintillation,613.7,5.3,52.09,7.84,763.88,66.8,9.92,14.17,261.6,0.0,151.56,52.09,NOMINAL,0.0
2026-09-04T10:53:00Z,OGS-01,37.2,-11.57,3.08,3.279,0.879,1.578,0.325,1.6471e-15,1.5,sun_scintillation,590.5,5.25,52.28,7.84,763.95,66.4,9.92,14.05,264.3,0.0,151.37,52.28,NOMINAL,0.0
2026-09-04T10:54:00Z,OGS-01,37.8,-10.97,3.31,3.053,0.942,1.695,0.35,1.4622e-15,1.5,sun_scintillation,597.5,5.31,52.48,7.91,764.05,66.8,9.71,12.82,261.7,0.0,149.55,52.48,NOMINAL,0.0
2026-09-04T10:55:00Z,OGS-01,37.5,-11.02,3.3,3.066,0.936,1.682,0.347,1.4724e-15,1.5,sun_scintillation,621.4,5.33,52.67,7.87,764.0,67.6,9.74,12.23,263.1,0.0,176.05,52.67,NOMINAL,0.0
2026-09-04T10:56:00Z,OGS-01,34.0,-12.04,3.55,2.848,1.05,1.816,0.375,1.3024e-15,1.5,sun_scintillation,636.7,5.35,52.86,7.87,764.12,68.0,9.22,14.58,260.9,0.0,180.48,52.86,NOMINAL,0.0
2026-09-04T10:57:00Z,OGS-01,34.4,-11.93,3.45,2.934,1.007,1.761,0.363,1.368e-15,1.5,sun_scintillation,650.3,5.34,53.06,7.84,764.1,67.7,9.46,13.44,261.0,0.0,153.21,53.06,NOMINAL,0.0
2026-09-04T10:58:00Z,OGS-01,35.2,-11.85,3.41,2.96,0.992,1.746,0.36,1.3886e-15,1.5,sun_scintillation,638.8,5.3,53.25,7.84,763.92,67.6,9.45,14.84,263.4,0.0,139.86,53.25,NOMINAL,0.0
2026-09-04T10:59:00Z,OGS-01,36.5,-11.38,3.72,2.714,1.084,1.911,0.394,1.2013e-15,1.5,sun_scintillation,626.6,5.32,53.44,7.82,763.82,68.4,9.02,12.33,266.1,0.0,143.69,53.44,NOMINAL,0.0
2026-09-04T11:00:00Z,OGS-01,36.8,-11.15,3.73,2.71,1.091,1.905,0.393,1.1987e-15,1.5,sun_scintillation,643.7,5.34,53.63,7.81,763.58,69.2,9.14,12.06,266.8,0.0,158.13,53.63,NOMINAL,0.0
2026-09-04T11:01:00Z,OGS-01,37.0,-11.33,3.75,2.693,1.09,1.911,0.394,1.1863e-15,1.5,sun_scintillation,617.1,5.28,53.82,7.86,763.48,68.9,9.14,13.08,267.7,0.0,155.39,53.82,NOMINAL,0.0
2026-09-04T11:02:00Z,OGS-01,36.9,-11.13,3.87,2.614,1.139,1.982,0.409,1.1288e-15,1.5,sun_scintillation,655.6,5.26,54.01,7.86,763.48,68.7,8.89,11.18,268.0,0.0,156.35,54.01,NOMINAL,0.0
2026-09-04T11:03:00Z,OGS-01,35.9,-11.25,3.72,2.718,1.075,1.895,0.391,1.2045e-15,1.5,sun_scintillation,629.7,5.22,54.2,7.94,763.48,68.4,9.21,12.56,266.3,0.0,154.99,54.2,NOMINAL,0.0
2026-09-04T11:04:00Z,OGS-01,35.2,-11.31,3.68,2.744,1.051,1.886,0.389,1.2235e-15,1.5,sun_scintillation,634.4,5.19,54.39,7.95,763.66,68.3,9.3,11.82,265.8,0.0,162.78,54.39,NOMINAL,0.0
2026-09-04T11:05:00Z,OGS-01,35.3,-11.45,3.71,2.721,1.071,1.904,0.393,1.2068e-15,1.5,sun_scintillation,652.6,5.23,54.58,7.92,763.7,69.3,9.22,12.65,267.8,0.0,160.62,54.58,NOMINAL,0.0
2026-09-04T11:06:00Z,OGS-01,36.0,-11.38,3.72,2.718,1.064,1.917,0.395,1.2049e-15,1.5,sun_scintillation,650.4,5.29,54.77,7.9,763.62,69.0,9.21,11.95,269.1,0.0,159.41,54.77,NOMINAL,0.0
2026-09-04T11:07:00Z,OGS-01,36.4,-11.38,3.67,2.754,1.062,1.884,0.389,1.2311e-15,1.5,sun_scintillation,653.3,5.2,54.96,7.91,763.69,68.1,9.12,12.65,265.5,0.0,179.59,54.96,NOMINAL,0.0
2026-09-04T11:08:00Z,OGS-01,35.8,-11.31,3.72,2.716,1.055,1.895,0.391,1.203e-15,1.5,sun_scintillation,669.3,5.26,55.14,7.9,763.69,68.4,9.13,13.83,264.0,0.0,188.54,55.14,NOMINAL,0.0
